A1BG	chr19:58858174-58864865
PAGE5.2	chrX:55246792-55250540
PAGE5	chrX:55246791-55250540
PAH	chr12:103232104-103311381
PAICS.2	chr4:57302269-57327534
PAICS.3	chr4:57302269-57327534
PAICS	chr4:57301915-57327534
PAIP1.2	chr5:43526372-43557195
PAIP1.3	chr5:43526372-43557521
PAIP1	chr5:43526372-43557195
PAIP2.2	chr5:138678134-138705408
PAIP2B	chr2:71409868-71454233
PAIP2	chr5:138677519-138705408
PAK1.2	chr11:77033061-77185108
PAK1	chr11:77033061-77185108
PAK1IP1	chr6:10695188-10709968
PAK2	chr3:196466728-196559516
PAK3.2	chrX:110187513-110464173
PAK3.3	chrX:110366305-110464173
PAK3.4	chrX:110366305-110464173
PAK3.5	chrX:110366305-110464173
PAK3.6	chrX:110187513-110464173
PAK3	chrX:110339375-110464173
PAK4.2	chr19:39616420-39670046
PAK4.3	chr19:39616420-39670046
PAK4.4	chr19:39616420-39670046
PAK4.5	chr19:39616420-39670046
PAK4	chr19:39616420-39670046
PAK6.2	chr15:40532035-40569687
PAK6.3	chr15:40509629-40569687
PAK6	chr15:40509629-40569687
PAK7.2	chr20:9518037-9819687
PAK7	chr20:9518037-9819687
PALB2	chr16:23614483-23652678
PALLD.2	chr4:169418217-169849607
PALLD.3	chr4:169552768-169849607
PALLD.4	chr4:169753156-169849607
PALLD	chr4:169418217-169849607
PALM2.2	chr9:112403072-112713755
PALM2-AKAP2.2	chr9:112542577-112934789
PALM2-AKAP2	chr9:112542589-112934789
PALM.2	chr19:708953-748330
PALM2	chr9:112403072-112713755
PALM3	chr19:14164179-14169971
PALM	chr19:708953-748330
PALMD	chr1:100111431-100160096
PAM.2	chr5:102201527-102365416
PAM.3	chr5:102201527-102365416
PAM.4	chr5:102201527-102365416
PAM	chr5:102201527-102365416
PAMR1.2	chr11:35453378-35547176
PAMR1	chr11:35453378-35547176
PAN2.2	chr12:56710007-56727837
PAN2.3	chr12:56710007-56727837
PAN2	chr12:56710007-56727533
PAN3.2	chr13:28712643-28869475
PAN3	chr13:28712643-28869475
PANK1.2	chr10:91342749-91403647
PANK1.3	chr10:91342749-91405215
PANK1	chr10:91342749-91403647
PANK2.2	chr20:3869486-3904501
PANK2.3	chr20:3869742-3904501
PANK2	chr20:3870463-3904501
PANK3	chr5:167982630-168006588
PANK4	chr1:2439975-2458035
PANX1	chr11:93862094-93915135
PANX2.2	chr22:50609160-50618723
PANX2.3	chr22:50609160-50618723
PANX2	chr22:50609160-50618723
PANX3	chr11:124481453-124490249
PAOX.2	chr10:135192741-135205197
PAOX.3	chr10:135192741-135205197
PAOX	chr10:135192741-135205197
PAPD4.2	chr5:78908243-78982471
PAPD4.3	chr5:78908243-78982471
PAPD4	chr5:78908243-78982471
PAPD5.2	chr16:50186829-50269217
PAPD5	chr16:50186829-50269217
PAPL	chr19:39574945-39602126
PAPLN	chr14:73704205-73741345
PAPOLA	chr14:96968720-97033446
PAPOLB	chr7:4897371-4901625
PAPOLG	chr2:60983383-61026096
PAPPA2.2	chr1:176432307-176660341
PAPPA2	chr1:176432307-176811968
PAPPA	chr9:118916071-119164599
PAPSS1	chr4:108534823-108641419
PAPSS2.2	chr10:89419476-89507460
PAPSS2	chr10:89419476-89507460
PAQR3	chr4:79839094-79860582
PAQR4	chr16:3019342-3023483
PAQR5.2	chr15:69606742-69699976
PAQR5	chr15:69591294-69699976
PAQR6.2	chr1:156213209-156217792
PAQR6	chr1:156213207-156217843
PAQR7	chr1:26187976-26197744
PAQR8	chr6:52226926-52272574
PAQR9	chr3:142680076-142682178
PAR1	chr15:25380789-25383200
PAR4	chr15:25456839-25457180
PAR5	chr15:25230007-25233379
PARD3B.2	chr2:205410516-206480537
PARD3B.3	chr2:205410516-206480537
PARD3B	chr2:205410516-206480537
PARD3	chr10:34400098-35103923
PARD6A.2	chr16:67694851-67696680
PARD6A	chr16:67694851-67696680
PARD6B	chr20:49348081-49370277
PARD6G	chr18:77915119-78005397
PARG	chr10:51026327-51371331
PARK2.2	chr6:161768591-163148834
PARK2.3	chr6:161768591-163148834
PARK2	chr6:161768591-163148834
PARK7.2	chr1:8021714-8045341
PARK7	chr1:8021714-8045341
PARL.2	chr3:183547174-183602693
PARL	chr3:183547174-183602693
PARM1	chr4:75858298-75975323
PARN.2	chr16:14529559-14724120
PARN	chr16:14529559-14724124
PARP10	chr8:145051321-145060635
PARP11	chr12:3918027-3982608
PARP12	chr7:139723549-139763521
PARP14	chr3:122399672-122449686
PARP15.2	chr3:122334525-122355536
PARP15	chr3:122296449-122355536
PARP16	chr15:65550438-65579018
PARP1	chr1:226548393-226595801
PARP2.2	chr14:20811773-20826062
PARP2	chr14:20811773-20826062
PARP3.2	chr3:51976361-51982881
PARP3	chr3:51976361-51982881
PARP4	chr13:24995075-25086948
PARP6	chr15:72533523-72563628
PARP8	chr5:49962813-50138169
PARP9.2	chr3:122246762-122283147
PARP9.3	chr3:122246762-122283194
PARP9.4	chr3:122246762-122283523
PARP9.5	chr3:122246762-122283523
PARP9.6	chr3:122250620-122283194
PARP9	chr3:122246762-122283147
PARS2	chr1:55222573-55230187
PAR-SN	chr15:25227141-25228935
PART1.2	chr5:59783759-59822244
PART1.3	chr5:59783759-59787091
PART1	chr5:59783540-59843484
PARVA	chr11:12399146-12551410
PARVB.2	chr22:44395173-44565101
PARVB	chr22:44420168-44565101
PARVG.2	chr22:44577216-44583245
PARVG.3	chr22:44568836-44583245
PARVG.4	chr22:44576770-44583245
PARVG.5	chr22:44568836-44603034
PARVG.6	chr22:44576770-44603034
PARVG	chr22:44577257-44603034
PASD1	chrX:150732007-150845209
PASK	chr2:242045515-242088878
PATE1	chr11:125616188-125619742
PATE2	chr11:125646030-125648714
PATE3	chr11:125658006-125661493
PATE4	chr11:125703211-125709966
PATL1	chr11:59404194-59436511
PATL2	chr15:44957931-44969086
PATZ1.2	chr22:31721791-31742249
PATZ1.3	chr22:31736667-31742249
PATZ1.4	chr22:31721791-31742249
PATZ1	chr22:31721791-31742249
PAWR	chr12:79985747-80084790
PAX1	chr20:21686297-21696620
PAX2.2	chr10:102505468-102589697
PAX2.3	chr10:102505468-102589697
PAX2.4	chr10:102505468-102589697
PAX2.5	chr10:102505468-102589697
PAX2	chr10:102505468-102589697
PAX3.2	chr2:223064607-223163700
PAX3.3	chr2:223064607-223163700
PAX3.4	chr2:223066433-223163700
PAX3.5	chr2:223064607-223163700
PAX3.6	chr2:223158349-223163700
PAX3.7	chr2:223158349-223163700
PAX3.8	chr2:223064607-223163700
PAX3	chr2:223064607-223163700
PAX4	chr7:127250346-127255780
PAX5	chr9:36838531-37034476
PAX6.2	chr11:31806341-31839509
PAX6.3	chr11:31806341-31832879
PAX6	chr11:31806341-31832879
PAX7.2	chr1:18957500-19062631
PAX7.3	chr1:18957500-19062631
PAX7	chr1:18957500-19075359
PAX8.2	chr2:113973575-114036498
PAX8.3	chr2:113973575-114036498
PAX8.4	chr2:113973575-114036498
PAX8.5	chr2:113973575-114036498
PAX8	chr2:113973575-114036498
PAX9	chr14:37126773-37147009
PAXIP1	chr7:154735401-154794682
PBK	chr8:27667140-27695349
PBLD.2	chr10:70044838-70092684
PBLD	chr10:70042417-70092684
PBOV1	chr6:138537129-138539627
PBRM1.2	chr3:52579368-52713739
PBRM1.3	chr3:52579368-52719866
PBRM1	chr3:52579368-52713739
PBX1	chr1:164528802-164821045
PBX2.5	chr6:32152510-32157963
PBX3.2	chr9:128509617-128729653
PBX3.3	chr9:128509617-128729653
PBX3.4	chr9:128509617-128729653
PBX3	chr9:128510478-128729653
PBX4	chr19:19672524-19729439
PBXIP1	chr1:154916561-154928567
PC.2	chr11:66615997-66675340
PC.3	chr11:66615997-66725847
PCA3	chr9:79379354-79402465
PCBD1	chr10:72643267-72648541
PCBD2	chr5:134240810-134298335
PCBP1	chr2:70314585-70316332
PCBP2.2	chr12:53845886-53874945
PCBP2.3	chr12:53845886-53874945
PCBP2.4	chr12:53845886-53874945
PCBP2.5	chr12:53845886-53874945
PCBP2.6	chr12:53845886-53874945
PCBP2.7	chr12:53845886-53874945
PCBP2	chr12:53845886-53874945
PCBP3.2	chr21:47269875-47362367
PCBP3	chr21:47269875-47362367
PCBP4.2	chr3:51991474-51995652
PCBP4.3	chr3:51991474-51996908
PCBP4	chr3:51991474-52001469
PCCA.2	chr13:100741337-101182686
PCCA	chr13:100741337-101182686
PCCB	chr3:135969167-136049011
PC	chr11:66615997-66725847
PCDH10.2	chr4:134070470-134112731
PCDH10	chr4:134070470-134074403
PCDH11X.2	chrX:91034260-91139006
PCDH11X.3	chrX:91089659-91878222
PCDH11X.4	chrX:91089659-91878222
PCDH11X.5	chrX:91090460-91878222
PCDH11X.6	chrX:91090460-91878222
PCDH11X.7	chrX:91090460-91878222
PCDH11X.8	chrX:91090460-91878222
PCDH11X	chrX:91089659-91134997
PCDH11Y.2	chrY:4924131-4973485
PCDH11Y.3	chrY:4868267-4973485
PCDH11Y	chrY:4924131-5610258
PCDH1.2	chr5:141242218-141257944
PCDH12	chr5:141324531-141338627
PCDH15.10	chr10:55580860-56561051
PCDH15.11	chr10:55562535-56561051
PCDH15.12	chr10:55568453-56561051
PCDH15.2	chr10:55568453-56561051
PCDH15.3	chr10:55580860-56561051
PCDH15.4	chr10:55562535-56561051
PCDH15.5	chr10:55580860-56561051
PCDH15.6	chr10:55580860-56561051
PCDH15.7	chr10:55580860-56561051
PCDH15.8	chr10:55580860-56561051
PCDH15.9	chr10:55580860-56561051
PCDH15	chr10:55580860-56561051
PCDH17	chr13:58205789-58303065
PCDH18	chr4:138440076-138453629
PCDH19.2	chrX:99546650-99665271
PCDH19	chrX:99546650-99665271
PCDH1	chr5:141232683-141257944
PCDH20	chr13:61983821-61989655
PCDH21	chr10:85954517-85977119
PCDH24	chr5:175976365-176022769
PCDH7.2	chr4:30722037-31148421
PCDH7.3	chr4:30722037-30726957
PCDH7	chr4:30722037-30732838
PCDH8.2	chr13:53418111-53422774
PCDH8	chr13:53418111-53422774
PCDH9.2	chr13:66876967-67804468
PCDH9	chr13:66876967-67804468
PCDHA10.2	chr5:140235634-140391929
PCDHA10.3	chr5:140235634-140391929
PCDHA10	chr5:140235634-140238166
PCDHA11.2	chr5:140247831-140391929
PCDHA11	chr5:140247831-140251120
PCDHA12.2	chr5:140254931-140391929
PCDHA1.2	chr5:140165876-140391929
PCDHA12	chr5:140254931-140257434
PCDHA13.2	chr5:140261854-140264278
PCDHA1.3	chr5:140165876-140391929
PCDHA13	chr5:140261854-140391929
PCDHA1	chr5:140165876-140168443
PCDHA2.2	chr5:140174444-140391929
PCDHA2	chr5:140174444-140177062
PCDHA3.2	chr5:140180783-140183255
PCDHA3	chr5:140180783-140391929
PCDHA4.2	chr5:140186672-140391929
PCDHA4	chr5:140186672-140189167
PCDHA5.2	chr5:140201361-140391929
PCDHA5	chr5:140201361-140203811
PCDHA6.2	chr5:140207650-140210086
PCDHA6.3	chr5:140207650-140391929
PCDHA6	chr5:140207650-140391929
PCDHA7.2	chr5:140213969-140391929
PCDHA7	chr5:140213969-140216336
PCDHA8.2	chr5:140220907-140223351
PCDHA8	chr5:140220907-140391929
PCDHA9.2	chr5:140227357-140391929
PCDHA9	chr5:140227357-140233744
PCDHAC1.2	chr5:140306302-140309385
PCDHAC1	chr5:140306302-140391929
PCDHAC2.2	chr5:140345747-140391929
PCDHAC2	chr5:140346352-140349004
PCDHB10	chr5:140571952-140575214
PCDHB11	chr5:140579348-140582617
PCDHB12	chr5:140588291-140591696
PCDHB13	chr5:140593509-140596993
PCDHB14	chr5:140603078-140605858
PCDHB15	chr5:140625147-140627799
PCDHB16	chr5:140560980-140565795
PCDHB17	chr5:140535580-140537989
PCDHB18	chr5:140613938-140617101
PCDHB19P	chr5:140619689-140624310
PCDHB1	chr5:140430979-140433512
PCDHB2	chr5:140474237-140476962
PCDHB3	chr5:140480234-140483405
PCDHB4	chr5:140501581-140505201
PCDHB5	chr5:140514800-140517703
PCDHB6	chr5:140529839-140532866
PCDHB7	chr5:140552243-140555956
PCDHB8	chr5:140557430-140560019
PCDHB9	chr5:140566893-140571111
PCDHGA10.2	chr5:140792743-140795294
PCDHGA10	chr5:140792743-140892546
PCDHGA11.2	chr5:140800537-140803653
PCDHGA11.3	chr5:140800537-140892546
PCDHGA11	chr5:140800537-140892546
PCDHGA12.2	chr5:140810158-140892546
PCDHGA1.2	chr5:140710252-140892546
PCDHGA12	chr5:140810158-140812787
PCDHGA1	chr5:140710252-140712722
PCDHGA2.2	chr5:140718354-140721008
PCDHGA2	chr5:140718354-140892546
PCDHGA3.2	chr5:140723601-140726088
PCDHGA3	chr5:140723601-140892546
PCDHGA4.2	chr5:140734768-140892546
PCDHGA4	chr5:140734768-140737296
PCDHGA5.2	chr5:140743898-140892546
PCDHGA5	chr5:140743898-140746337
PCDHGA6.2	chr5:140753651-140892546
PCDHGA6	chr5:140753651-140756105
PCDHGA7.2	chr5:140762467-140892546
PCDHGA7	chr5:140762467-140765187
PCDHGA8.2	chr5:140771483-140774969
PCDHGA8	chr5:140771483-140892546
PCDHGA9.2	chr5:140782520-140892546
PCDHGA9	chr5:140782520-140785005
PCDHGB1.2	chr5:140729828-140892546
PCDHGB1	chr5:140729828-140732258
PCDHGB2.2	chr5:140739703-140892546
PCDHGB2	chr5:140739703-140742136
PCDHGB3.2	chr5:140749962-140892546
PCDHGB3	chr5:140749962-140752404
PCDHGB4.2	chr5:140767452-140892546
PCDHGB4	chr5:140767452-140769861
PCDHGB5.2	chr5:140777695-140892546
PCDHGB5	chr5:140777695-140780150
PCDHGB6.2	chr5:140787770-140892546
PCDHGB6	chr5:140787770-140790232
PCDHGB7.2	chr5:140797282-140892546
PCDHGB7	chr5:140797282-140799995
PCDHGB8P	chr5:140805853-140807824
PCDHGC3.2	chr5:140855569-140892546
PCDHGC3.3	chr5:140855569-140858362
PCDHGC3	chr5:140855569-140892546
PCDHGC4.2	chr5:140864741-140892546
PCDHGC4	chr5:140864741-140867354
PCDHGC5.2	chr5:140868808-140892546
PCDHGC5	chr5:140868808-140871442
PCDP1	chr2:120302047-120414236
PCF11	chr11:82868137-82896833
PCGEM1	chr2:193614571-193641621
PCGF1	chr2:74732178-74734821
PCGF2	chr17:36890150-36904558
PCGF3	chr4:699573-764425
PCGF5	chr10:92980369-93044020
PCGF6.2	chr10:105062554-105110891
PCGF6	chr10:105062554-105110891
PCID2.2	chr13:113831925-113863029
PCID2.3	chr13:113831925-113863029
PCID2	chr13:113831925-113863029
PCIF1	chr20:44563317-44576660
PCK1	chr20:56136137-56141507
PCK2.2	chr14:24563483-24569765
PCK2	chr14:24563483-24573337
PCLO.2	chr7:82449796-82792197
PCLO	chr7:82383321-82792197
PCM1	chr8:17780366-17887455
PCMT1	chr6:150070831-150132556
PCMTD1	chr8:52730141-52811735
PCMTD2.2	chr20:62887048-62907578
PCMTD2	chr20:62887048-62907578
PCNA.2	chr20:5095600-5107268
PCNA	chr20:5095600-5100647
PCNAP1	chr4:100081753-100082804
PCNP	chr3:101293042-101313279
PCNT	chr21:47744036-47865681
PCNX	chr14:71374122-71582099
PCNXL2	chr1:233119882-233431459
PCNXL3	chr11:65383783-65404910
PCOLCE2	chr3:142536712-142607934
PCOLCE	chr7:100199882-100205796
PCOTH.2	chr13:24463592-24466241
PCOTH	chr13:24463028-24466241
PCP2	chr19:7696509-7698570
PCP4	chr21:41239347-41301320
PCP4L1	chr1:161228517-161255239
PCSK1	chr5:95726119-95768952
PCSK1N	chrX:48689507-48693960
PCSK2	chr20:17207631-17465220
PCSK4	chr19:1481427-1490407
PCSK5	chr9:78505560-78808338
PCSK6.2	chr15:101844134-102030187
PCSK6.3	chr15:101853223-102030187
PCSK6.4	chr15:101853223-102030187
PCSK6.5	chr15:101886947-102030187
PCSK6.6	chr15:101886947-102030187
PCSK6.7	chr15:101905081-102030187
PCSK6.8	chr15:101923953-102030187
PCSK6	chr15:101844134-102030187
PCSK7	chr11:117075789-117102811
PCSK9	chr1:55505220-55530523
PCTK1.2	chrX:47078115-47089392
PCTK1	chrX:47077528-47089392
PCTK2	chr12:96672040-96794223
PCTK3.2	chr1:205473684-205501920
PCTK3.3	chr1:205473684-205501920
PCTK3	chr1:205473684-205501920
PCTP.2	chr17:53828356-53854747
PCTP	chr17:53828356-53854747
PCYOX1	chr2:70485231-70508316
PCYOX1L	chr5:148737570-148749221
PCYT1A	chr3:195965258-196014584
PCYT1B.2	chrX:24576205-24690979
PCYT1B.3	chrX:24576205-24665455
PCYT1B	chrX:24576205-24665455
PCYT2	chr17:79862092-79869294
PDAP1	chr7:98992590-99006292
PDC.2	chr1:186412719-186417856
PDC	chr1:186412719-186430239
PDCD10.2	chr3:167401697-167452651
PDCD10.3	chr3:167401697-167452594
PDCD10	chr3:167401697-167452630
PDCD11	chr10:105156412-105206019
PDCD1	chr2:242792034-242801058
PDCD1LG2	chr9:5510545-5571281
PDCD2.2	chr6:170890836-170893748
PDCD2	chr6:170886451-170893748
PDCD2L	chr19:34895303-34917070
PDCD4.2	chr10:112631596-112659763
PDCD4	chr10:112631596-112659763
PDCD5	chr19:33072104-33078322
PDCD6	chr5:271736-315089
PDCD6IP.2	chr3:33840066-33911194
PDCD6IP.3	chr3:33870130-33911194
PDCD6IP.4	chr3:33840066-33868755
PDCD6IP	chr3:33840066-33911194
PDCD7	chr15:65409718-65426174
PDCL2	chr4:56422693-56458379
PDCL3	chr2:101179418-101193201
PDCL	chr9:125580623-125590840
PDDC1	chr11:767224-777487
PDE10A.2	chr6:165740779-166075584
PDE10A	chr6:165740779-166075584
PDE11A.2	chr2:178487979-178753466
PDE11A.3	chr2:178494127-178787564
PDE11A.4	chr2:178487979-178973066
PDE11A	chr2:178487979-178937482
PDE12	chr3:57541981-57547767
PDE1A.2	chr2:183032663-183387465
PDE1A	chr2:183007183-183387253
PDE1B.2	chr12:54943177-54973023
PDE1B	chr12:54955099-54973023
PDE1C	chr7:31829248-32110991
PDE2A.2	chr11:72287186-72353504
PDE2A.3	chr11:72287186-72380108
PDE2A.4	chr11:72287186-72353487
PDE2A	chr11:72287186-72385494
PDE3A	chr12:20522197-20833881
PDE3B	chr11:14665269-14893602
PDE4A.2	chr19:10563633-10580307
PDE4A.3	chr19:10531333-10580307
PDE4A.4	chr19:10543111-10580307
PDE4A	chr19:10541521-10580307
PDE4B.2	chr1:66258193-66840261
PDE4B.3	chr1:66458390-66840261
PDE4B.4	chr1:66797793-66840261
PDE4B	chr1:66258856-66840261
PDE4C.2	chr19:18318772-18335303
PDE4C.3	chr19:18318772-18337248
PDE4C	chr19:18318772-18359010
PDE4D.2	chr5:58264866-59189621
PDE4D.3	chr5:58264866-59783925
PDE4D	chr5:58264866-58882324
PDE4DIP.2	chr1:144851428-144995022
PDE4DIP.3	chr1:144890591-144995022
PDE4DIP.4	chr1:144890591-144932032
PDE4DIP.5	chr1:144951761-144995022
PDE4DIP	chr1:144951761-145076079
PDE5A.2	chr4:120415552-120549202
PDE5A.3	chr4:120415552-120548442
PDE5A	chr4:120415552-120549981
PDE6A	chr5:149237520-149324356
PDE6B.2	chr4:619363-664680
PDE6B.3	chr4:619363-664680
PDE6B	chr4:646966-664680
PDE6C	chr10:95372345-95425427
PDE6D	chr2:232597147-232645974
PDE6G.2	chr17:79617489-79623607
PDE6G	chr17:79617489-79623607
PDE6H	chr12:15125978-15134797
PDE7A.2	chr8:66634054-66753755
PDE7A	chr8:66629906-66701321
PDE7B	chr6:136172834-136516708
PDE8A.2	chr15:85525205-85682370
PDE8A	chr15:85525205-85682370
PDE8B.2	chr5:76506706-76723226
PDE8B.3	chr5:76506706-76723226
PDE8B.4	chr5:76506706-76723226
PDE8B.5	chr5:76506706-76723226
PDE8B	chr5:76506706-76723226
PDE9A.10	chr21:44073862-44195616
PDE9A.11	chr21:44073862-44195616
PDE9A.12	chr21:44073862-44195616
PDE9A.13	chr21:44073862-44195616
PDE9A.14	chr21:44073862-44195616
PDE9A.15	chr21:44073862-44195616
PDE9A.16	chr21:44073862-44195616
PDE9A.17	chr21:44073862-44195616
PDE9A.18	chr21:44073862-44195616
PDE9A.19	chr21:44073862-44195616
PDE9A.20	chr21:44073862-44195616
PDE9A.2	chr21:44073862-44195616
PDE9A.3	chr21:44073862-44195616
PDE9A.4	chr21:44073862-44195616
PDE9A.5	chr21:44073862-44195616
PDE9A.6	chr21:44073862-44195616
PDE9A.7	chr21:44073862-44195616
PDE9A.8	chr21:44073862-44195616
PDE9A.9	chr21:44073862-44195616
PDE9A	chr21:44073862-44195616
PDF	chr16:69362524-69364498
PDGFA.2	chr7:536899-559481
PDGFA	chr7:536899-559481
PDGFB.2	chr22:39619687-39636914
PDGFB	chr22:39619687-39640957
PDGFC	chr4:157682764-157892546
PDGFD.2	chr11:103777915-104035027
PDGFD	chr11:103777915-104035027
PDGFRA	chr4:55095264-55164411
PDGFRB	chr5:149493403-149535422
PDGFRL	chr8:17434701-17500623
PDHA1	chrX:19362011-19379800
PDHA2	chr4:96761239-96762624
PDHB	chr3:58413355-58419565
PDHX.2	chr11:34937677-35017674
PDHX.3	chr11:34937677-35017674
PDHX	chr11:34937677-35017674
PDIA2	chr16:333118-337209
PDIA3	chr15:44038590-44064803
PDIA3P	chr1:146649430-146651528
PDIA4	chr7:148700154-148725782
PDIA5.2	chr3:122785856-122880953
PDIA5	chr3:122785856-122880953
PDIA6	chr2:10923519-10952960
PDIK1L.2	chr1:26437656-26452024
PDIK1L.3	chr1:26438268-26452024
PDIK1L	chr1:26438268-26452024
PDILT	chr16:20370492-20416033
PDK1	chr2:173420779-173463860
PDK2	chr17:48172696-48188422
PDK3.2	chrX:24483344-24557952
PDK3	chrX:24483344-24552260
PDK4	chr7:95212815-95225925
PDLIM1	chr10:96997332-97050781
PDLIM2.2	chr8:22436643-22451803
PDLIM2.3	chr8:22437984-22455538
PDLIM2	chr8:22437984-22451803
PDLIM3.2	chr4:186422852-186456712
PDLIM3	chr4:186422852-186456712
PDLIM4.2	chr5:131593351-131609145
PDLIM4	chr5:131593351-131609145
PDLIM5.2	chr4:95373038-95589376
PDLIM5.3	chr4:95373038-95509369
PDLIM5.4	chr4:95373038-95509369
PDLIM5.5	chr4:95373038-95589376
PDLIM5	chr4:95373038-95589376
PDLIM7.2	chr5:176917247-176924602
PDLIM7.3	chr5:176910395-176924602
PDLIM7	chr5:176910395-176924602
PDP1.2	chr8:94929162-94938294
PDP1.3	chr8:94929175-94938294
PDP1.4	chr8:94929279-94938294
PDP1.5	chr8:94929992-94938294
PDP1	chr8:94929083-94938294
PDP2	chr16:66914436-66921855
PDPK1.2	chr16:2587970-2653188
PDPK1	chr16:2587970-2653188
PDPN.2	chr1:13910252-13944450
PDPN.3	chr1:13911967-13944450
PDPN.4	chr1:13911967-13944450
PDPN	chr1:13910252-13944450
PDPR	chr16:70147529-70195184
PDRG1	chr20:30532759-30539883
PDS5A.2	chr4:39899592-39979576
PDS5A.3	chr4:39824484-39979576
PDS5A	chr4:39824484-39979483
PDS5B	chr13:33160592-33352155
PDSS1	chr10:26986595-27035724
PDSS2	chr6:107473761-107780779
PDX1	chr13:28494168-28500451
PDXDC1	chr16:15068833-15131550
PDXDC2	chr16:70010210-70099851
PDXK	chr21:45138978-45182187
PDXP	chr22:38054737-38062939
PDYN	chr20:1959403-1974702
PDZD11	chrX:69506211-69509798
PDZD2	chr5:31799031-32111037
PDZD3.2	chr11:119056166-119060932
PDZD3	chr11:119056166-119060932
PDZD4	chrX:153067623-153096003
PDZD7	chr10:102777089-102790879
PDZD8	chr10:119042606-119134937
PDZK1	chr1:145727726-145764073
PDZK1IP1	chr1:47649262-47655771
PDZK1P1.2	chr1:145924388-145942619
PDZK1P1	chr1:147466094-147484331
PDZRN3	chr3:73431652-73674072
PDZRN4.2	chr12:41582250-41968384
PDZRN4	chr12:41831541-41968384
PEA15	chr1:160175125-160185160
PEAR1	chr1:156863523-156886226
PEBP1	chr12:118573870-118583390
PEBP4	chr8:22570765-22785421
PECAM1	chr17:62399864-62401205
PECI.2	chr6:4115928-4135831
PECI.3	chr6:4115928-4135831
PECI.4	chr6:4115928-4135831
PECI	chr6:4115928-4135702
PECR	chr2:216903111-216946539
PEF1	chr1:32095471-32110477
PEG10.2	chr7:94285637-94299004
PEG10	chr7:94285637-94299004
PEG3.2	chr19:57321445-57352094
PEG3.3	chr19:57321445-57352094
PEG3.4	chr19:57321445-57336374
PEG3.5	chr19:57321445-57352094
PEG3AS	chr19:57323848-57325161
PEG3	chr19:57321445-57352094
PELI1	chr2:64319788-64371605
PELI2	chr14:56585093-56768030
PELI3.2	chr11:66234336-66244807
PELI3	chr11:66234336-66244807
PELO	chr5:52083774-52098449
PELP1	chr17:4574680-4607632
PEMT.2	chr17:17408879-17485745
PEMT.3	chr17:17408879-17494994
PEMT	chr17:17408879-17480779
PENK.2	chr8:57353513-57358593
PENK	chr8:57353513-57359282
PEPD.2	chr19:33877855-34012799
PEPD.3	chr19:33877855-34012799
PEPD	chr19:33877855-34012799
PER1	chr17:8043789-8055753
PER2	chr2:239152680-239197207
PER3	chr1:7844763-7905236
PER4	chr7:9673900-9675447
PERP	chr6:138409642-138428660
PES1	chr22:30972612-30987894
PET112L	chr4:152592002-152682146
PET117	chr20:18118499-18123810
PEX10.2	chr1:2336243-2344010
PEX10	chr1:2336243-2344010
PEX11A	chr15:90226289-90233958
PEX11B	chr1:145516383-145523731
PEX11G	chr19:7541761-7553905
PEX12	chr17:33901815-33905656
PEX13	chr2:61244812-61279124
PEX14	chr1:10535003-10690813
PEX16.2	chr11:45931221-45939674
PEX16	chr11:45931221-45939674
PEX19.2	chr1:160246599-160254941
PEX19	chr1:160246599-160254941
PEX1	chr7:92116338-92157845
PEX26.2	chr22:18560686-18572206
PEX26	chr22:18560686-18572206
PEX3	chr6:143771918-143811749
PEX5.2	chr12:7342282-7364078
PEX5.3	chr12:7341759-7371167
PEX5.4	chr12:7342958-7364078
PEX5.5	chr12:7342282-7364078
PEX5	chr12:7342282-7364078
PEX5L	chr3:179518050-179754517
